drug_id,target_id,interaction,drug_name,target_name
DB06218,P00915,1,DB06218,P00915
DB06218,P43166,1,DB06218,P43166
DB06218,P07451,1,DB06218,P07451
DB06698,P35367,1,DB06698,P35367
DB06698,Q9Y5N1,1,DB06698,Q9Y5N1
DB08877,Q9NSY1,1,DB08877,Q9NSY1
DB08877,Q5S007,1,DB08877,Q5S007
DB08877,Q12851,1,DB08877,Q12851
DB08877,Q9UL54,1,DB08877,Q9UL54
DB08877,O96013,1,DB08877,O96013
DB08877,P57078,1,DB08877,P57078
DB08877,Q9H093,1,DB08877,Q9H093
DB08877,O14976,1,DB08877,O14976
DB08877,O14920,1,DB08877,O14920
DB08877,Q7L7X3,1,DB08877,Q7L7X3
DB08877,O14936,1,DB08877,O14936
DB08877,Q56UN5,1,DB08877,Q56UN5
DB08877,P36507,1,DB08877,P36507
DB08877,Q9Y2H9,1,DB08877,Q9Y2H9
DB08877,O75116,1,DB08877,O75116
DB08877,O75582,1,DB08877,O75582
DB08877,Q9HAZ1,1,DB08877,Q9HAZ1
DB08877,O15075,1,DB08877,O15075
DB08877,P29376,1,DB08877,P29376
DB08877,Q16816,1,DB08877,Q16816
DB08877,P46734,1,DB08877,P46734
DB08877,Q86Y07,1,DB08877,Q86Y07
DB08877,Q9UPE1,1,DB08877,Q9UPE1
DB08877,P00519,1,DB08877,P00519
DB08877,Q07912,1,DB08877,Q07912
DB08877,Q14680,1,DB08877,Q14680
DB08877,P52333,1,DB08877,P52333
DB08877,Q7KZI7,1,DB08877,Q7KZI7
DB08877,P19784,1,DB08877,P19784
DB08877,Q13627,1,DB08877,Q13627
DB08877,Q9UK32,1,DB08877,Q9UK32
DB08877,O00444,1,DB08877,O00444
DB08877,P04629,1,DB08877,P04629
DB08877,Q16288,1,DB08877,Q16288
DB08877,Q15418,1,DB08877,Q15418
DB08877,P15735,1,DB08877,P15735
DB08877,P32298,1,DB08877,P32298
DB08877,O75676,1,DB08877,O75676
DB08877,O15197,1,DB08877,O15197
DB08877,Q14164,1,DB08877,Q14164
DB08877,P33981,1,DB08877,P33981
DB08877,O94768,1,DB08877,O94768
DB08877,Q15835,1,DB08877,Q15835
DB08877,Q9H422,1,DB08877,Q9H422
DB08877,Q02156,1,DB08877,Q02156
DB08877,Q9UBF8,1,DB08877,Q9UBF8
DB08877,P45983,1,DB08877,P45983
DB08877,P45985,1,DB08877,P45985
DB08877,Q13233,1,DB08877,Q13233
DB08877,Q9NQU5,1,DB08877,Q9NQU5
DB08877,O60674,1,DB08877,O60674
DB08877,P15056,1,DB08877,P15056
DB08877,Q9UEE5,1,DB08877,Q9UEE5
DB08877,Q9H2K8,1,DB08877,Q9H2K8
DB08877,Q6PHR2,1,DB08877,Q6PHR2
DB08877,Q09013,1,DB08877,Q09013
DB08877,Q52WX2,1,DB08877,Q52WX2
DB08877,Q99759,1,DB08877,Q99759
DB08877,O43293,1,DB08877,O43293
DB08877,Q9UIK4,1,DB08877,Q9UIK4
DB08877,O14730,1,DB08877,O14730
DB08877,O00506,1,DB08877,O00506
DB08877,P50613,1,DB08877,P50613
DB08877,Q9NYY3,1,DB08877,Q9NYY3
DB08877,Q9BRS2,1,DB08877,Q9BRS2
DB08877,O75385,1,DB08877,O75385
DB08877,O43318,1,DB08877,O43318
DB08877,P48729,1,DB08877,P48729
DB08877,Q9H2X6,1,DB08877,Q9H2X6
DB08877,P0C264,1,DB08877,P0C264
DB08877,Q14012,1,DB08877,Q14012
DB08877,Q15349,1,DB08877,Q15349
DB08877,Q8TDX7,1,DB08877,Q8TDX7
DB08877,Q9UEW8,1,DB08877,Q9UEW8
DB08877,P23458,1,DB08877,P23458
DB08877,P29597,1,DB08877,P29597
DB08877,Q9C098,1,DB08877,Q9C098
DB08877,O95747,1,DB08877,O95747
DB08877,Q8IYT8,1,DB08877,Q8IYT8
DB08877,Q13555,1,DB08877,Q13555
DB08877,Q13554,1,DB08877,Q13554
DB08877,Q13557,1,DB08877,Q13557
DB08877,Q15746,1,DB08877,Q15746
DB08877,Q2M2I8,1,DB08877,Q2M2I8
DB08877,O75716,1,DB08877,O75716
DB08877,Q9P286,1,DB08877,Q9P286
DB08877,Q9P289,1,DB08877,Q9P289
DB08877,Q16620,1,DB08877,Q16620
DB08877,Q9HBH9,1,DB08877,Q9HBH9
DB08877,Q8N568,1,DB08877,Q8N568
DB08877,Q9UQB9,1,DB08877,Q9UQB9
DB08877,O00238,1,DB08877,O00238
DB08877,Q96SB4,1,DB08877,Q96SB4
DB08877,P10721,1,DB08877,P10721
DB08877,Q9Y2U5,1,DB08877,Q9Y2U5
DB08877,Q96NX5,1,DB08877,Q96NX5
DB08877,Q92630,1,DB08877,Q92630
DB08877,P29320,1,DB08877,P29320
DB08877,Q9UM73,1,DB08877,Q9UM73
DB08877,P49760,1,DB08877,P49760
DB08877,Q8WTQ7,1,DB08877,Q8WTQ7
DB08877,P07949,1,DB08877,P07949
DB08877,Q9Y2K2,1,DB08877,Q9Y2K2
DB08877,Q9UHD2,1,DB08877,Q9UHD2
DB08877,P51617,1,DB08877,P51617
DB08877,Q6ZN16,1,DB08877,Q6ZN16
DB08877,O75460,1,DB08877,O75460
DB08877,Q9UQM7,1,DB08877,Q9UQM7
DB08877,Q8IU85,1,DB08877,Q8IU85
DB08877,Q9BVS4,1,DB08877,Q9BVS4
DB08877,Q02750,1,DB08877,Q02750
DB08877,Q13873,1,DB08877,Q13873
DB08877,Q86Z02,1,DB08877,Q86Z02
DB08877,P68400,1,DB08877,P68400
DB08877,Q13464,1,DB08877,Q13464
DB08877,Q8NFD2,1,DB08877,Q8NFD2
DB08877,P53355,1,DB08877,P53355
DB08877,P53350,1,DB08877,P53350
DB06213,P30542,1,DB06213,P30542
DB06213,P0DMS8,1,DB06213,P0DMS8
DB06213,P29274,1,DB06213,P29274
DB06213,P29275,1,DB06213,P29275
DB06216,P28566,1,DB06216,P28566
DB06216,P21918,1,DB06216,P21918
DB06216,P21917,1,DB06216,P21917
DB06216,P08912,1,DB06216,P08912
DB06216,P08913,1,DB06216,P08913
DB06216,P25021,1,DB06216,P25021
DB06216,P50406,1,DB06216,P50406
DB06216,P08908,1,DB06216,P08908
DB06216,P22310,1,DB06216,P22310
DB06216,P11229,1,DB06216,P11229
DB06216,P46098,1,DB06216,P46098
DB06216,P28222,1,DB06216,P28222
DB06216,P28223,1,DB06216,P28223
DB06216,P28221,1,DB06216,P28221
DB06216,P35368,1,DB06216,P35368
DB06216,P35367,1,DB06216,P35367
DB06216,P14416,1,DB06216,P14416
DB06216,P35348,1,DB06216,P35348
DB06216,P18825,1,DB06216,P18825
DB06216,P08172,1,DB06216,P08172
DB06216,P41595,1,DB06216,P41595
DB06216,P08588,1,DB06216,P08588
DB06216,P28335,1,DB06216,P28335
DB06216,P21728,1,DB06216,P21728
DB06216,Q01959,1,DB06216,Q01959
DB06216,P18089,1,DB06216,P18089
DB06216,P35462,1,DB06216,P35462
DB06216,P47898,1,DB06216,P47898
DB06216,P34969,1,DB06216,P34969
DB06216,P20309,1,DB06216,P20309
DB06216,P07550,1,DB06216,P07550
DB08875,P08581,1,DB08875,P08581
DB08875,P10721,1,DB08875,P10721
DB08875,Q04912,1,DB08875,Q04912
DB08875,P07949,1,DB08875,P07949
DB08875,Q02763,1,DB08875,Q02763
DB08875,P36888,1,DB08875,P36888
DB08875,P35968,1,DB08875,P35968
DB06699,P30968,1,DB06699,P30968
DB00910,P22310,1,DB00910,P22310
DB00910,P11473,1,DB00910,P11473
DB00915,Q12879,1,DB00915,Q12879
DB00915,P20711,1,DB00915,P20711
DB00915,P27338,1,DB00915,P27338
DB00915,Q14957,1,DB00915,Q14957
DB00915,Q05586,1,DB00915,Q05586
DB00915,P14416,1,DB00915,P14416
DB00915,Q13224,1,DB00915,Q13224
DB00915,O15244,1,DB00915,O15244
DB00915,O15245,1,DB00915,O15245
DB00915,Q99720,1,DB00915,Q99720
DB00915,O15399,1,DB00915,O15399
DB00915,Q8TCU5,1,DB00915,Q8TCU5
DB00915,Q96FL8,1,DB00915,Q96FL8
DB00915,O60391,1,DB00915,O60391
DB00912,P02768,1,DB00912,P02768
DB00912,Q9Y6L6,1,DB00912,Q9Y6L6
DB00912,Q14654,1,DB00912,Q14654
DB00912,P37231,1,DB00912,P37231
DB00912,Q09428,1,DB00912,Q09428
DB00912,O15245,1,DB00912,O15245
DB00912,O60706,1,DB00912,O60706
DB00912,P10632,1,DB00912,P10632
DB00918,P28222,1,DB00918,P28222
DB00918,P28221,1,DB00918,P28221
DB00918,P30939,1,DB00918,P30939
DB00918,P31513,1,DB00918,P31513
DB00918,P05181,1,DB00918,P05181
DB00918,P21397,1,DB00918,P21397
DB00918,P10632,1,DB00918,P10632
DB00916,Q16850,1,DB00916,Q16850
DB00916,P10632,1,DB00916,P10632
DB00917,Q92959,1,DB00917,Q92959
DB00917,Q9Y694,1,DB00917,Q9Y694
DB00917,Q9Y5Y4,1,DB00917,Q9Y5Y4
DB00917,Q9Y6L6,1,DB00917,Q9Y6L6
DB00917,O15440,1,DB00917,O15440
DB00917,Q86XQ3,1,DB00917,Q86XQ3
DB00917,O15439,1,DB00917,O15439
DB00917,Q8NEC5,1,DB00917,Q8NEC5
DB00917,P46721,1,DB00917,P46721
DB00917,Q4U2R8,1,DB00917,Q4U2R8
DB00917,Q13258,1,DB00917,Q13258
DB00917,Q9NSA0,1,DB00917,Q9NSA0
DB00917,Q96P56,1,DB00917,Q96P56
DB00917,P21731,1,DB00917,P21731
DB00917,Q86UW2,1,DB00917,Q86UW2
DB00917,Q86UW1,1,DB00917,Q86UW1
DB00917,P43088,1,DB00917,P43088
DB00917,Q9UIG8,1,DB00917,Q9UIG8
DB00917,P35408,1,DB00917,P35408
DB00917,O15244,1,DB00917,O15244
DB00917,O15245,1,DB00917,O15245
DB00917,P34995,1,DB00917,P34995
DB00917,Q9NYB5,1,DB00917,Q9NYB5
DB00917,Q8TCC7,1,DB00917,Q8TCC7
DB00917,O94956,1,DB00917,O94956
DB00917,Q7RTX7,1,DB00917,Q7RTX7
DB00917,Q96BD0,1,DB00917,Q96BD0
DB00917,P43119,1,DB00917,P43119
DB00917,P43115,1,DB00917,P43115
DB00917,P43116,1,DB00917,P43116
DB00917,P11511,1,DB00917,P11511
DB08882,Q12884,1,DB08882,Q12884
DB08882,P11229,1,DB08882,P11229
DB08882,Q86TI2,1,DB08882,Q86TI2
DB08882,P27487,1,DB08882,P27487
DB08883,P48058,1,DB08883,P48058
DB08883,P42263,1,DB08883,P42263
DB08883,P42262,1,DB08883,P42262
DB08883,P42261,1,DB08883,P42261
DB08881,P10398,1,DB08881,P10398
DB08881,P02763,1,DB08881,P02763
DB08881,Q9UNQ0,1,DB08881,Q9UNQ0
DB08881,P33527,1,DB08881,P33527
DB08881,P15056,1,DB08881,P15056
DB08881,P04049,1,DB08881,P04049
DB08881,P35968,1,DB08881,P35968
DB06228,Q9Y5Y6,1,DB06228,Q9Y5Y6
DB06228,P51589,1,DB06228,P51589
DB06228,P00742,1,DB06228,P00742
DB08889,P20618,1,DB08889,P20618
DB08889,P28062,1,DB08889,P28062
DB08889,P28074,1,DB08889,P28074
DB08889,P07858,1,DB08889,P07858
DB08889,P49721,1,DB08889,P49721
DB00921,Q12809,1,DB00921,Q12809
DB00921,P35372,1,DB00921,P35372
DB00921,Q9UNQ0,1,DB00921,Q9UNQ0
DB00921,P41145,1,DB00921,P41145
DB00921,P41143,1,DB00921,P41143
DB00921,P20815,1,DB00921,P20815
DB00921,O60656,1,DB00921,O60656
DB00921,P33260,1,DB00921,P33260
DB00921,P24462,1,DB00921,P24462
DB00921,P10632,1,DB00921,P10632
DB00921,P11509,1,DB00921,P11509
DB00922,Q14654,1,DB00922,Q14654
DB00922,Q15842,1,DB00922,Q15842
DB00922,Q14432,1,DB00922,Q14432
DB00920,P08912,1,DB00920,P08912
DB00920,P08913,1,DB00920,P08913
DB00920,P25021,1,DB00920,P25021
DB00920,P50406,1,DB00920,P50406
DB00920,P08908,1,DB00920,P08908
DB00920,P11229,1,DB00920,P11229
DB00920,P28223,1,DB00920,P28223
DB00920,P25100,1,DB00920,P25100
DB00920,P35367,1,DB00920,P35367
DB00920,P08172,1,DB00920,P08172
DB00920,P08173,1,DB00920,P08173
DB00920,P08183,1,DB00920,P08183
DB00920,P41595,1,DB00920,P41595
DB00920,P28335,1,DB00920,P28335
DB00920,P21728,1,DB00920,P21728
DB00920,P18089,1,DB00920,P18089
DB00920,P35462,1,DB00920,P35462
DB00920,P20309,1,DB00920,P20309
DB00925,P08913,1,DB00925,P08913
DB00925,Q9NY46,1,DB00925,Q9NY46
DB00925,P25100,1,DB00925,P25100
DB00925,P35368,1,DB00925,P35368
DB00925,P35348,1,DB00925,P35348
DB00925,P18825,1,DB00925,P18825
DB00925,P35498,1,DB00925,P35498
DB00925,P18089,1,DB00925,P18089
DB00925,O15244,1,DB00925,O15244
DB00925,O15245,1,DB00925,O15245
DB00925,O75751,1,DB00925,O75751
DB00925,Q99250,1,DB00925,Q99250
DB00925,P07550,1,DB00925,P07550
DB00924,P50406,1,DB00924,P50406
DB00924,P11229,1,DB00924,P11229
DB00924,P28223,1,DB00924,P28223
DB00924,P35367,1,DB00924,P35367
DB00924,P08172,1,DB00924,P08172
DB00924,P08183,1,DB00924,P08183
DB00924,P41595,1,DB00924,P41595
DB00924,P28335,1,DB00924,P28335
DB00924,P34969,1,DB00924,P34969
DB00924,P20309,1,DB00924,P20309
DB00924,P31645,1,DB00924,P31645
DB00924,P07949,1,DB00924,P07949
DB00924,Q06278,1,DB00924,Q06278
DB00924,P23975,1,DB00924,P23975
DB00770,Q92959,1,DB00770,Q92959
DB00770,O15440,1,DB00770,O15440
DB00770,Q86XQ3,1,DB00770,Q86XQ3
DB00770,O15439,1,DB00770,O15439
DB00770,Q8NEC5,1,DB00770,Q8NEC5
DB00770,Q13258,1,DB00770,Q13258
DB00770,Q96P56,1,DB00770,Q96P56
DB00770,Q9UIG8,1,DB00770,Q9UIG8
DB00770,P35408,1,DB00770,P35408
DB00770,P34995,1,DB00770,P34995
DB00770,O94956,1,DB00770,O94956
DB00770,Q7RTX7,1,DB00770,Q7RTX7
DB00770,P43119,1,DB00770,P43119
DB00770,P43115,1,DB00770,P43115
DB00770,P43116,1,DB00770,P43116
DB00532,Q9Y5Y9,1,DB00532,Q9Y5Y9
DB00532,Q9NY46,1,DB00532,Q9NY46
DB00532,P11712,1,DB00532,P11712
DB00532,Q14524,1,DB00532,Q14524
DB00532,Q15858,1,DB00532,Q15858
DB00532,P20813,1,DB00532,P20813
DB00532,P35499,1,DB00532,P35499
DB00532,P35498,1,DB00532,P35498
DB00532,Q01118,1,DB00532,Q01118
DB00532,P33261,1,DB00532,P33261
DB00532,P05177,1,DB00532,P05177
DB00532,Q99250,1,DB00532,Q99250
DB00532,Q9UI33,1,DB00532,Q9UI33
DB00532,P10635,1,DB00532,P10635
DB00532,P10632,1,DB00532,P10632
DB00532,Q9UQD0,1,DB00532,Q9UQD0
DB00774,P05023,1,DB00774,P05023
DB00774,P22748,1,DB00774,P22748
DB00774,Q13621,1,DB00774,Q13621
DB00774,O43570,1,DB00774,O43570
DB00774,Q16790,1,DB00774,Q16790
DB00774,Q12791,1,DB00774,Q12791
DB00774,P55017,1,DB00774,P55017
DB00774,P00918,1,DB00774,P00918
DB00774,P00915,1,DB00774,P00915
DB00533,P23219,1,DB00533,P23219
DB00533,O15439,1,DB00533,O15439
DB00533,P35354,1,DB00533,P35354
DB00533,P11712,1,DB00533,P11712
DB00533,P05177,1,DB00533,P05177
DB00533,P10632,1,DB00533,P10632
DB00533,P43116,1,DB00533,P43116
DB00530,Q9NSY1,1,DB00530,Q9NSY1
DB00530,Q5S007,1,DB00530,Q5S007
DB00530,Q8NE63,1,DB00530,Q8NE63
DB00530,O14578,1,DB00530,O14578
DB00530,Q12866,1,DB00530,Q12866
DB00530,Q9BUB5,1,DB00530,Q9BUB5
DB00530,Q8NI60,1,DB00530,Q8NI60
DB00530,P57078,1,DB00530,P57078
DB00530,O14965,1,DB00530,O14965
DB00530,O14976,1,DB00530,O14976
DB00530,Q08345,1,DB00530,Q08345
DB00530,Q56UN5,1,DB00530,Q56UN5
DB00530,P00533,1,DB00530,P00533
DB00530,Q8N4C8,1,DB00530,Q8N4C8
DB00530,P02768,1,DB00530,P02768
DB00530,P02763,1,DB00530,P02763
DB00530,P09769,1,DB00530,P09769
DB00530,P29376,1,DB00530,P29376
DB00530,P12931,1,DB00530,P12931
DB00530,P06239,1,DB00530,P06239
DB00530,Q9H0K1,1,DB00530,Q9H0K1
DB00530,P21860,1,DB00530,P21860
DB00530,P22309,1,DB00530,P22309
DB00530,Q9UPE1,1,DB00530,Q9UPE1
DB00530,P00519,1,DB00530,P00519
DB00530,P16234,1,DB00530,P16234
DB00530,P52333,1,DB00530,P52333
DB00530,P51451,1,DB00530,P51451
DB00530,P30530,1,DB00530,P30530
DB00530,P08631,1,DB00530,P08631
DB00530,P17948,1,DB00530,P17948
DB00530,Q9NRP7,1,DB00530,Q9NRP7
DB00530,Q9P2K8,1,DB00530,Q9P2K8
DB00530,O00444,1,DB00530,O00444
DB00530,P04626,1,DB00530,P04626
DB00530,Q9UNQ0,1,DB00530,Q9UNQ0
DB00530,Q9UKE5,1,DB00530,Q9UKE5
DB00530,P32298,1,DB00530,P32298
DB00530,P08183,1,DB00530,P08183
DB00530,O75676,1,DB00530,O75676
DB00530,O15197,1,DB00530,O15197
DB00530,P33981,1,DB00530,P33981
DB00530,Q6DT37,1,DB00530,Q6DT37
DB00530,O94768,1,DB00530,O94768
DB00530,P08581,1,DB00530,P08581
DB00530,P45984,1,DB00530,P45984
DB00530,P53779,1,DB00530,P53779
DB00530,Q9H2G2,1,DB00530,Q9H2G2
DB00530,P20815,1,DB00530,P20815
DB00530,O60674,1,DB00530,O60674
DB00530,Q96GD4,1,DB00530,Q96GD4
DB00530,Q59H18,1,DB00530,Q59H18
DB00530,P09619,1,DB00530,P09619
DB00530,Q9UEE5,1,DB00530,Q9UEE5
DB00530,Q6PHR2,1,DB00530,Q6PHR2
DB00530,Q09013,1,DB00530,Q09013
DB00530,Q52WX2,1,DB00530,Q52WX2
DB00530,Q99759,1,DB00530,Q99759
DB00530,O43293,1,DB00530,O43293
DB00530,P04798,1,DB00530,P04798
DB00530,P49674,1,DB00530,P49674
DB00530,Q15303,1,DB00530,Q15303
DB00530,O94804,1,DB00530,O94804
DB00530,Q96D53,1,DB00530,Q96D53
DB00530,Q13163,1,DB00530,Q13163
DB00530,Q16678,1,DB00530,Q16678
DB00530,P48730,1,DB00530,P48730
DB00530,Q15375,1,DB00530,Q15375
DB00530,Q06418,1,DB00530,Q06418
DB00530,P05177,1,DB00530,P05177
DB00530,P41240,1,DB00530,P41240
DB00530,Q9UF33,1,DB00530,Q9UF33
DB00530,P29597,1,DB00530,P29597
DB00530,Q13557,1,DB00530,Q13557
DB00530,Q2M2I8,1,DB00530,Q2M2I8
DB00530,Q9HBH9,1,DB00530,Q9HBH9
DB00530,P21802,1,DB00530,P21802
DB00530,P54756,1,DB00530,P54756
DB00530,Q9UQB9,1,DB00530,Q9UQB9
DB00530,P54762,1,DB00530,P54762
DB00530,P54760,1,DB00530,P54760
DB00530,P19525,1,DB00530,P19525
DB00530,P10721,1,DB00530,P10721
DB00530,Q9Y2U5,1,DB00530,Q9Y2U5
DB00530,Q92630,1,DB00530,Q92630
DB00530,P29322,1,DB00530,P29322
DB00530,P29320,1,DB00530,P29320
DB00530,Q9UM73,1,DB00530,Q9UM73
DB00530,Q8TBX8,1,DB00530,Q8TBX8
DB00530,P35590,1,DB00530,P35590
DB00530,O43353,1,DB00530,O43353
DB00530,P07947,1,DB00530,P07947
DB00530,P07949,1,DB00530,P07949
DB00530,P07948,1,DB00530,P07948
DB00530,Q9UHD2,1,DB00530,Q9UHD2
DB00530,P31152,1,DB00530,P31152
DB00530,O75469,1,DB00530,O75469
DB00530,O94956,1,DB00530,O94956
DB00530,P36888,1,DB00530,P36888
DB00530,P10635,1,DB00530,P10635
DB00530,P10632,1,DB00530,P10632
DB00530,P35916,1,DB00530,P35916
DB00530,P42681,1,DB00530,P42681
DB00530,P42684,1,DB00530,P42684
DB00530,P42685,1,DB00530,P42685
DB00530,P35968,1,DB00530,P35968
DB00530,Q9H1R3,1,DB00530,Q9H1R3
DB00530,Q13470,1,DB00530,Q13470
DB00772,P06276,1,DB00772,P06276
DB00772,P20813,1,DB00772,P20813
DB00772,P48039,1,DB00772,P48039
DB00531,P08183,1,DB00531,P08183
DB00531,P11712,1,DB00531,P11712
DB00531,P20815,1,DB00531,P20815
DB00531,P20813,1,DB00531,P20813
DB00531,P33260,1,DB00531,P33260
DB00531,P33261,1,DB00531,P33261
DB00531,P08684,1,DB00531,P08684
DB00531,P24462,1,DB00531,P24462
DB00531,P10635,1,DB00531,P10635
DB00531,P10632,1,DB00531,P10632
DB00531,P11509,1,DB00531,P11509
DB00773,P23219,1,DB00773,P23219
DB00773,O15438,1,DB00773,O15438
DB00773,P22309,1,DB00773,P22309
DB00773,Q92887,1,DB00773,Q92887
DB00773,O95255,1,DB00773,O95255
DB00773,P35354,1,DB00773,P35354
DB00773,P11388,1,DB00773,P11388
DB00773,Q9UNQ0,1,DB00773,Q9UNQ0
DB00773,P08183,1,DB00773,P08183
DB00773,P33527,1,DB00773,P33527
DB00773,P20815,1,DB00773,P20815
DB00773,Q02880,1,DB00773,Q02880
DB00773,P05181,1,DB00773,P05181
DB00773,Q5T3U5,1,DB00773,Q5T3U5
DB00773,P30711,1,DB00773,P30711
DB00773,O75469,1,DB00773,O75469
DB00773,P10632,1,DB00773,P10632
DB00773,P09211,1,DB00773,P09211
DB00536,Q92953,1,DB00536,Q92953
DB00536,P51787,1,DB00536,P51787
DB00536,P48547,1,DB00536,P48547
DB00536,Q12809,1,DB00536,Q12809
DB00536,O43526,1,DB00536,O43526
DB00536,O43525,1,DB00536,O43525
DB00536,Q96RP8,1,DB00536,Q96RP8
DB00536,Q9NS40,1,DB00536,Q9NS40
DB00536,O95259,1,DB00536,O95259
DB00536,Q9UK17,1,DB00536,Q9UK17
DB00536,O76082,1,DB00536,O76082
DB00536,Q96PR1,1,DB00536,Q96PR1
DB00536,P22460,1,DB00536,P22460
DB00536,P22459,1,DB00536,P22459
DB00536,Q9H015,1,DB00536,Q9H015
DB00536,Q16322,1,DB00536,Q16322
DB00536,P56696,1,DB00536,P56696
DB00536,P22001,1,DB00536,P22001
DB00536,Q9NSA2,1,DB00536,Q9NSA2
DB00536,Q9NR82,1,DB00536,Q9NR82
DB00536,P17658,1,DB00536,P17658
DB00536,P16389,1,DB00536,P16389
DB00536,Q09470,1,DB00536,Q09470
DB00536,Q14003,1,DB00536,Q14003
DB00536,Q9NZV8,1,DB00536,Q9NZV8
DB00536,O15244,1,DB00536,O15244
DB00536,O15245,1,DB00536,O15245
DB00536,O75751,1,DB00536,O75751
DB00536,P07998,1,DB00536,P07998
DB00536,Q8TCC7,1,DB00536,Q8TCC7
DB00536,Q9H252,1,DB00536,Q9H252
DB00536,Q14721,1,DB00536,Q14721
DB00778,O43193,1,DB00778,O43193
DB00778,P08183,1,DB00778,P08183
DB00778,P20813,1,DB00778,P20813
DB00537,Q12809,1,DB00537,Q12809
DB00537,P11388,1,DB00537,P11388
DB00537,P08183,1,DB00537,P08183
DB00537,P20815,1,DB00537,P20815
DB00537,Q02880,1,DB00537,Q02880
DB00537,P05177,1,DB00537,P05177
DB00537,P24462,1,DB00537,P24462
DB00779,Q4U2R8,1,DB00779,Q4U2R8
DB00779,P41595,1,DB00779,P41595
DB00776,P02768,1,DB00776,P02768
DB00776,Q14524,1,DB00776,Q14524
DB00776,P20815,1,DB00776,P20815
DB00776,P33261,1,DB00776,P33261
DB01624,P21918,1,DB01624,P21918
DB01624,P08913,1,DB01624,P08913
DB01624,P50406,1,DB01624,P50406
DB01624,P28223,1,DB01624,P28223
DB01624,P35367,1,DB01624,P35367
DB01624,P14416,1,DB01624,P14416
DB01624,P35348,1,DB01624,P35348
DB01624,P21728,1,DB01624,P21728
DB00535,Q16348,1,DB00535,Q16348
DB00535,O76082,1,DB00535,O76082
DB00535,P46059,1,DB00535,P46059
DB00535,P05164,1,DB00535,P05164
DB01623,P21918,1,DB01623,P21918
DB01623,P21917,1,DB01623,P21917
DB01623,P08912,1,DB01623,P08912
DB01623,P08913,1,DB01623,P08913
DB01623,P25021,1,DB01623,P25021
DB01623,P50406,1,DB01623,P50406
DB01623,P08908,1,DB01623,P08908
DB01623,P02768,1,DB01623,P02768
DB01623,P11229,1,DB01623,P11229
DB01623,P46098,1,DB01623,P46098
DB01623,P28222,1,DB01623,P28222
DB01623,P28223,1,DB01623,P28223
DB01623,P28221,1,DB01623,P28221
DB01623,P35368,1,DB01623,P35368
DB01623,P35367,1,DB01623,P35367
DB01623,P14416,1,DB01623,P14416
DB01623,P35348,1,DB01623,P35348
DB01623,P18825,1,DB01623,P18825
DB01623,P08172,1,DB01623,P08172
DB01623,P08173,1,DB01623,P08173
DB01623,P28335,1,DB01623,P28335
DB01623,P21728,1,DB01623,P21728
DB01623,P18089,1,DB01623,P18089
DB01623,P35462,1,DB01623,P35462
DB01623,P47898,1,DB01623,P47898
DB01623,P34969,1,DB01623,P34969
DB01623,O15245,1,DB01623,O15245
DB01623,P20309,1,DB01623,P20309
DB01623,P31645,1,DB01623,P31645
DB01628,P23219,1,DB01628,P23219
DB01628,P35354,1,DB01628,P35354
DB01628,P05181,1,DB01628,P05181
DB01628,Q16539,1,DB01628,Q16539
DB01628,P43116,1,DB01628,P43116
DB00539,P50406,1,DB00539,P50406
DB00539,P03372,1,DB00539,P03372
DB00539,P62508,1,DB00539,P62508
DB00539,P08183,1,DB00539,P08183
DB00539,P04798,1,DB00539,P04798
DB00539,P05177,1,DB00539,P05177
DB09112,P00918,1,DB09112,P00918
DB09112,P00915,1,DB09112,P00915
DB00540,P08912,1,DB00540,P08912
DB00540,P08913,1,DB00540,P08913
DB00540,P25021,1,DB00540,P25021
DB00540,P50406,1,DB00540,P50406
DB00540,P08908,1,DB00540,P08908
DB00540,P02768,1,DB00540,P02768
DB00540,P02763,1,DB00540,P02763
DB00540,P11229,1,DB00540,P11229
DB00540,P23219,1,DB00540,P23219
DB00540,P28223,1,DB00540,P28223
DB00540,P25100,1,DB00540,P25100
DB00540,P35368,1,DB00540,P35368
DB00540,P35367,1,DB00540,P35367
DB00540,P14416,1,DB00540,P14416
DB00540,P35348,1,DB00540,P35348
DB00540,P18825,1,DB00540,P18825
DB00540,P08172,1,DB00540,P08172
DB00540,P08173,1,DB00540,P08173
DB00540,P41595,1,DB00540,P41595
DB00540,P11712,1,DB00540,P11712
DB00540,P13945,1,DB00540,P13945
DB00540,P08588,1,DB00540,P08588
DB00540,P28335,1,DB00540,P28335
DB00540,P20815,1,DB00540,P20815
DB00540,P21728,1,DB00540,P21728
DB00540,Q01959,1,DB00540,Q01959
DB00540,P18089,1,DB00540,P18089
DB00540,P35462,1,DB00540,P35462
DB00540,P33261,1,DB00540,P33261
DB00540,P05177,1,DB00540,P05177
DB00540,P05181,1,DB00540,P05181
DB00540,P20309,1,DB00540,P20309
DB00540,O00264,1,DB00540,O00264
DB00540,P07550,1,DB00540,P07550
DB00540,P31645,1,DB00540,P31645
DB00540,P07949,1,DB00540,P07949
DB00540,Q06278,1,DB00540,Q06278
DB00540,Q99720,1,DB00540,Q99720
DB00540,P10635,1,DB00540,P10635
DB00540,P23975,1,DB00540,P23975
DB00782,P11229,1,DB00782,P11229
DB00782,P08172,1,DB00782,P08172
DB00782,P08173,1,DB00782,P08173
DB00782,P20309,1,DB00782,P20309
